datetime,rmssd,coverage,hf,lf,lf_hf_ratio
2026-01-22 03:55:00,40.481,0.983,205.309,212.58,
2026-01-22 04:00:00,22.473,0.935,69.818,687.241,
2026-01-22 04:05:00,23.049,0.909,83.473,1008.654,
2026-01-22 04:10:00,22.129,0.965,62.232,720.818,
2026-01-22 04:15:00,39.072,0.929,227.297,356.923,
2026-01-22 04:20:00,33.399,0.997,130.061,650.208,
2026-01-22 04:35:00,26.19,0.948,146.393,661.785,
2026-01-22 04:40:00,46.582,0.98,461.714,725.176,
2026-01-22 04:45:00,29.126,1.004,109.078,345.84,
2026-01-22 04:50:00,23.158,1.005,85.959,208.497,
2026-01-22 05:20:00,27.42,0.925,109.193,1204.819,
2026-01-22 05:25:00,33.026,0.954,157.794,1485.333,
2026-01-22 05:30:00,30.781,0.971,133.257,1809.79,
2026-01-22 05:35:00,28.045,0.973,121.709,863.249,
2026-01-22 05:40:00,34.311,0.93,141.518,1014.496,
2026-01-22 05:45:00,37.852,0.73,145.234,1334.677,
2026-01-22 22:10:00,23.739,0.711,57.444,1296.921,
2026-01-22 22:15:00,22.02,0.979,38.54,995.228,
2026-01-22 22:20:00,22.613,0.93,107.565,230.194,
2026-01-22 22:25:00,34.342,1.003,220.731,293.384,
2026-01-22 22:30:00,34.645,1.004,272.497,121.477,
2026-01-22 22:35:00,33.237,1.001,237.782,188.124,
2026-01-22 22:40:00,37.021,1.003,258.735,354.811,
2026-01-22 22:45:00,31.485,1.0,186.345,289.335,
2026-01-22 22:50:00,31.318,1.004,173.706,143.016,
2026-01-22 22:55:00,31.418,1.004,172.631,138.859,
2026-01-22 23:00:00,26.189,0.938,91.605,1699.546,
2026-01-22 23:05:00,26.007,1.001,97.69,123.795,
2026-01-22 23:10:00,27.332,0.995,156.986,267.595,
2026-01-22 23:15:00,26.959,0.982,107.659,558.276,
2026-01-22 23:20:00,27.036,1.003,116.662,150.965,
2026-01-22 23:25:00,26.354,0.982,137.38,310.185,
2026-01-22 23:30:00,26.128,0.936,122.1,418.562,
2026-01-22 23:35:00,25.591,1.003,79.963,283.049,
2026-01-22 23:40:00,24.638,0.957,51.472,507.46,
2026-01-22 23:45:00,25.694,0.98,80.479,655.035,
2026-01-22 23:50:00,26.344,0.986,83.601,839.932,
2026-01-22 23:55:00,33.544,0.961,123.839,517.766,
2026-01-23 00:00:00,31.286,0.917,123.599,1556.382,
2026-01-23 00:05:00,22.309,0.998,76.697,222.755,
2026-01-23 00:10:00,19.861,1.004,55.438,247.972,
2026-01-23 00:15:00,19.237,1.001,78.887,57.456,
2026-01-23 00:20:00,23.504,0.908,83.899,793.762,
2026-01-23 00:25:00,23.961,1.004,81.306,132.573,
2026-01-23 00:30:00,24.685,1.001,87.613,155.956,
2026-01-23 00:35:00,22.68,1.006,56.447,381.016,
2026-01-23 00:40:00,20.466,0.981,65.605,190.466,
2026-01-23 00:45:00,22.896,1.006,89.758,362.591,
2026-01-23 00:50:00,20.642,1.002,62.821,179.36,
2026-01-23 00:55:00,20.169,0.968,64.372,564.76,
2026-01-23 01:00:00,24.185,0.955,97.384,1687.854,
2026-01-23 01:05:00,25.026,0.974,82.507,343.59,
2026-01-23 01:10:00,23.041,0.925,121.911,771.902,
2026-01-23 01:15:00,22.377,0.936,83.196,294.114,
2026-01-23 01:20:00,23.582,1.002,101.167,461.124,
2026-01-23 01:25:00,23.76,0.935,75.841,895.989,
2026-01-23 01:30:00,19.855,0.961,42.317,1050.124,
2026-01-23 01:35:00,25.528,0.93,67.129,1152.588,
2026-01-23 01:40:00,21.361,0.953,64.886,433.953,
2026-01-23 01:45:00,15.465,0.995,49.246,419.334,
2026-01-23 01:50:00,15.413,0.981,31.889,401.007,
2026-01-23 01:55:00,18.397,0.964,43.475,1282.31,
2026-01-23 02:00:00,24.172,0.961,75.041,718.716,
2026-01-23 02:05:00,19.189,0.996,65.533,632.306,
2026-01-23 02:10:00,17.51,0.716,47.341,241.606,
2026-01-23 02:15:00,22.794,0.961,98.677,365.438,
2026-01-23 02:20:00,17.44,1.002,54.709,535.437,
2026-01-23 02:25:00,18.594,0.946,67.178,1227.077,
2026-01-23 02:30:00,48.532,1.001,440.983,352.748,
2026-01-23 02:35:00,22.588,0.96,93.858,766.264,
2026-01-23 02:40:00,27.657,0.922,99.183,364.023,
2026-01-23 02:45:00,63.687,1.004,662.219,102.136,
2026-01-23 02:50:00,26.637,0.992,99.268,190.562,
2026-01-23 02:55:00,28.022,1.003,140.037,276.125,
2026-01-23 03:00:00,27.628,1.006,96.951,165.773,
2026-01-23 03:05:00,27.519,1.002,108.162,123.148,
2026-01-23 03:10:00,28.012,0.968,150.126,169.597,
2026-01-23 03:15:00,24.619,0.989,98.286,181.201,
2026-01-23 03:30:00,31.458,0.833,118.208,269.691,
2026-01-23 03:35:00,26.279,0.984,135.68,904.177,
2026-01-23 03:40:00,25.128,1.006,92.9,576.783,
2026-01-23 03:45:00,26.607,0.996,114.676,693.19,
2026-01-23 03:50:00,29.445,1.002,127.626,495.688,
2026-01-23 03:55:00,29.508,0.899,119.602,751.21,
2026-01-23 04:00:00,35.609,0.982,187.305,561.711,
2026-01-23 04:05:00,30.799,0.989,111.788,468.988,
2026-01-23 04:10:00,37.838,0.909,173.811,786.438,
2026-01-23 04:15:00,25.795,0.989,52.293,461.259,
2026-01-23 04:20:00,32.954,0.995,130.538,685.92,
2026-01-23 04:25:00,40.415,0.981,207.3,1315.298,
2026-01-23 04:30:00,29.974,0.988,117.169,809.221,
2026-01-23 04:35:00,35.912,1.004,180.19,717.717,
2026-01-23 04:40:00,33.695,1.002,138.052,1624.074,
2026-01-23 04:45:00,34.169,0.92,182.335,1653.301,
2026-01-23 04:50:00,26.776,1.004,149.282,145.137,
2026-01-23 04:55:00,22.625,1.001,92.714,124.068,
2026-01-23 05:00:00,26.733,0.987,131.926,270.918,
2026-01-23 05:05:00,22.476,0.97,70.49,627.983,
2026-01-23 05:10:00,27.868,0.993,189.707,2067.185,
2026-01-23 05:15:00,24.848,0.989,121.579,2534.385,
2026-01-23 05:20:00,27.013,0.948,152.329,1093.783,
2026-01-23 05:25:00,27.835,0.964,121.66,930.331,
2026-01-24 00:10:00,30.311,1.001,187.292,150.139,
2026-01-24 00:15:00,35.606,0.932,245.748,327.89,
2026-01-24 00:20:00,32.375,1.003,225.605,129.196,
2026-01-24 00:25:00,22.333,0.974,90.176,119.288,
2026-01-24 00:35:00,33.299,0.968,184.586,221.84,
2026-01-24 00:40:00,30.449,1.005,186.529,173.158,
2026-01-24 00:45:00,32.442,1.002,252.36,231.302,
2026-01-24 00:50:00,31.715,1.005,194.531,119.784,
2026-01-24 00:55:00,32.465,1.002,213.253,218.233,
2026-01-24 01:00:00,30.339,0.987,171.624,267.858,
2026-01-24 01:05:00,26.422,1.003,107.217,160.058,
2026-01-24 01:10:00,22.411,1.004,97.875,149.474,
2026-01-24 01:15:00,27.064,0.985,100.588,590.203,
2026-01-24 01:20:00,26.27,1.003,106.555,264.993,
2026-01-24 01:25:00,25.316,1.005,92.505,319.143,
2026-01-24 01:30:00,26.917,0.973,92.112,682.791,
2026-01-24 01:35:00,26.563,1.005,114.899,431.919,
2026-01-24 01:40:00,27.11,1.005,131.792,801.099,
2026-01-24 01:45:00,27.068,1.001,145.207,364.024,
2026-01-24 01:50:00,30.724,1.003,190.303,156.155,
2026-01-24 01:55:00,27.115,0.956,129.105,193.525,
2026-01-24 02:00:00,30.393,1.007,155.443,152.78,
2026-01-24 02:05:00,33.017,1.005,185.628,164.921,
2026-01-24 02:10:00,31.553,1.002,159.123,176.553,
2026-01-24 02:15:00,38.191,1.004,256.761,129.954,
2026-01-24 02:20:00,31.965,1.002,169.134,162.787,
2026-01-24 02:25:00,34.797,1.006,214.545,179.338,
2026-01-24 02:30:00,36.405,1.003,247.879,339.102,
2026-01-24 02:35:00,37.053,1.005,219.832,282.202,
2026-01-24 02:40:00,38.502,1.005,288.32,167.191,
2026-01-24 02:45:00,36.769,1.001,240.605,228.288,
2026-01-24 02:50:00,38.631,0.926,261.354,502.629,
2026-01-24 02:55:00,37.777,0.931,140.884,3149.716,
2026-01-24 03:00:00,30.337,1.005,115.506,245.034,
2026-01-24 03:05:00,23.176,1.002,46.296,559.531,
2026-01-24 03:10:00,28.703,0.987,87.864,247.133,
2026-01-24 03:15:00,35.531,0.99,148.683,710.834,
2026-01-24 03:20:00,38.596,0.964,176.68,867.92,
2026-01-24 03:25:00,39.438,1.006,141.152,704.407,
2026-01-24 03:30:00,42.021,0.979,184.265,1726.534,
2026-01-24 03:35:00,43.313,0.939,199.449,402.332,
2026-01-24 03:40:00,41.399,0.962,320.649,548.301,
2026-01-24 03:45:00,29.201,0.964,132.009,144.234,
2026-01-24 03:50:00,28.554,0.969,122.51,236.026,
2026-01-24 03:55:00,25.537,0.981,105.238,179.472,
2026-01-24 04:00:00,24.805,1.001,82.093,131.177,
2026-01-24 04:05:00,25.641,1.004,108.704,130.956,
2026-01-24 04:10:00,40.918,1.004,267.667,269.685,
2026-01-24 04:15:00,34.439,0.963,162.602,829.322,
2026-01-24 04:20:00,26.77,0.92,70.422,1519.648,
2026-01-24 04:25:00,26.972,0.97,108.429,684.902,
2026-01-24 04:35:00,46.109,0.718,328.945,729.259,
2026-01-24 04:40:00,56.318,0.975,457.904,913.696,
2026-01-24 04:45:00,50.893,0.904,356.232,452.978,
2026-01-24 04:50:00,23.922,0.971,66.119,238.616,
2026-01-24 04:55:00,25.025,0.984,76.849,731.625,
2026-01-24 05:05:00,35.265,0.959,180.265,820.952,
2026-01-24 05:10:00,28.24,0.972,91.426,948.834,
2026-01-26 00:00:00,31.551,0.949,190.451,563.929,
2026-01-26 00:10:00,44.203,1.003,546.824,216.686,
2026-01-26 00:15:00,44.674,0.999,488.109,234.658,
2026-01-26 00:20:00,42.031,0.978,408.437,408.633,
2026-01-26 00:25:00,26.481,0.975,118.221,323.328,
2026-01-26 00:30:00,24.134,1.003,97.713,114.939,
2026-01-26 00:35:00,21.223,1.002,68.43,152.913,
2026-01-26 00:40:00,17.758,1.0,56.672,96.946,
2026-01-26 00:45:00,29.556,0.935,144.528,967.142,
2026-01-26 00:50:00,24.984,1.003,98.67,220.893,
2026-01-26 00:55:00,26.744,1.001,126.561,172.631,
2026-01-26 01:00:00,27.07,1.002,113.428,137.994,
2026-01-26 01:05:00,25.87,1.004,90.765,289.659,
2026-01-26 01:10:00,28.663,1.005,137.296,345.009,
2026-01-26 01:15:00,31.716,0.995,190.598,497.549,
2026-01-26 01:30:00,31.318,0.71,179.807,818.774,
2026-01-26 01:35:00,24.48,0.984,54.066,493.459,
2026-01-26 01:40:00,25.733,1.002,103.439,2476.647,
2026-01-26 01:45:00,24.005,1.007,85.373,344.169,
2026-01-26 01:50:00,23.729,1.002,83.954,322.27,
2026-01-26 01:55:00,25.624,1.006,82.81,234.02,
2026-01-26 02:00:00,22.622,1.004,79.363,165.931,
2026-01-26 02:05:00,43.347,0.929,196.452,3532.489,
2026-01-26 02:10:00,30.562,1.002,122.642,167.717,
2026-01-26 02:15:00,36.518,1.008,181.976,243.736,
2026-01-26 02:20:00,37.128,1.002,223.489,109.043,
2026-01-26 02:25:00,35.207,1.004,162.682,227.977,
2026-01-26 02:30:00,34.785,1.007,182.957,179.139,
2026-01-26 02:35:00,38.364,0.921,154.294,482.844,
2026-01-26 02:40:00,41.969,0.986,234.823,889.904,
2026-01-26 02:45:00,46.98,1.007,356.522,1762.989,
2026-01-26 02:50:00,38.584,0.939,171.748,1144.338,
2026-01-26 02:55:00,44.352,0.927,185.627,4200.398,
2026-01-26 03:00:00,32.742,1.007,136.855,424.625,
2026-01-26 03:05:00,27.358,1.005,194.938,679.775,
2026-01-26 03:10:00,16.869,1.004,30.665,174.794,
2026-01-26 03:15:00,27.923,0.963,125.115,3218.4,
2026-01-26 03:20:00,28.468,0.973,1089.716,3705.543,
2026-01-26 03:25:00,30.005,0.979,259.437,2539.696,
2026-01-26 03:30:00,26.219,1.005,99.864,706.404,
2026-01-26 03:35:00,25.76,0.967,71.879,790.87,
2026-01-26 03:40:00,29.2,0.927,76.268,894.386,
2026-01-26 03:45:00,36.181,1.005,172.541,548.487,
2026-01-26 03:50:00,39.173,0.984,366.993,2238.6,
2026-01-26 03:55:00,33.038,0.963,132.339,1437.177,
2026-01-26 04:00:00,35.206,1.006,146.395,2705.898,
2026-01-26 04:05:00,28.557,0.967,68.771,231.34,
2026-01-26 04:10:00,30.969,0.907,95.473,295.755,
2026-01-26 04:15:00,30.789,0.988,108.079,533.449,
2026-01-26 04:20:00,31.754,1.007,135.181,531.193,
2026-01-26 04:25:00,28.016,1.004,111.457,281.746,
2026-01-26 04:30:00,29.928,1.002,120.376,480.891,
2026-01-26 04:35:00,28.155,1.005,95.228,381.346,
2026-01-26 04:40:00,42.259,0.956,286.047,1476.107,
2026-01-26 04:45:00,35.008,0.969,182.651,323.014,
2026-01-26 04:50:00,52.294,0.973,363.144,803.752,
2026-01-26 04:55:00,45.241,0.949,171.515,1489.315,
2026-01-26 05:00:00,48.425,0.921,265.643,1909.131,
2026-01-26 05:05:00,61.166,0.962,568.203,3364.062,
2026-01-26 05:10:00,53.374,0.96,306.993,1429.745,
2026-01-26 05:15:00,51.198,0.987,368.968,2630.675,
2026-01-26 05:20:00,50.692,0.988,392.39,1401.915,
2026-01-26 05:25:00,45.652,0.957,235.974,1292.285,
2026-01-26 05:30:00,48.842,0.991,287.422,2586.104,
2026-01-26 05:35:00,44.168,0.919,157.335,1267.302,
2026-01-26 05:45:00,35.382,0.802,220.99,2841.283,
2026-01-26 05:50:00,37.83,0.917,295.604,2496.441,
2026-01-26 05:55:00,32.931,0.968,344.07,6923.229,
2026-01-26 06:00:00,28.208,0.969,105.992,4355.756,
2026-01-26 06:05:00,36.567,0.935,213.482,4377.135,
2026-01-26 06:10:00,32.671,0.871,108.7,2990.103,
2026-01-26 06:15:00,36.128,0.934,134.844,2870.934,
2026-01-26 06:20:00,37.064,1.001,120.338,2220.972,
2026-01-26 06:25:00,28.087,0.928,168.266,3135.296,
2026-01-26 06:30:00,34.102,0.936,108.574,1148.684,
2026-01-26 06:35:00,38.6,0.912,237.935,3881.63,
2026-01-26 06:40:00,48.147,1.005,554.526,2454.824,
2026-01-26 06:45:00,39.893,0.813,338.508,3206.419,
2026-01-26 21:20:00,26.44,0.869,139.833,466.29,
2026-01-26 21:25:00,22.54,1.004,79.13,302.166,
2026-01-26 21:30:00,36.895,0.93,236.924,435.553,
2026-01-26 21:35:00,38.305,1.005,340.581,425.523,
2026-01-26 21:40:00,32.647,1.002,219.316,271.624,
2026-01-26 21:45:00,35.11,0.81,780.008,903.418,
2026-01-26 21:50:00,32.713,0.979,279.086,153.492,
2026-01-26 22:05:00,39.801,0.822,162.898,923.982,
2026-01-26 22:10:00,31.582,0.703,73.221,809.304,
2026-01-26 22:15:00,33.358,1.003,186.074,471.327,
2026-01-26 22:20:00,36.324,1.005,207.172,375.675,
2026-01-26 22:25:00,35.856,1.007,205.251,218.899,
2026-01-26 22:30:00,32.551,1.001,190.236,323.853,
2026-01-26 22:35:00,29.934,1.006,151.177,214.643,
2026-01-26 22:40:00,32.556,1.004,192.082,285.091,
2026-01-26 22:45:00,31.626,1.003,154.249,180.651,
2026-01-26 22:50:00,31.392,1.002,152.53,152.499,
2026-01-26 22:55:00,31.836,1.005,180.196,198.764,
2026-01-26 23:00:00,35.843,1.004,268.316,362.579,
2026-01-26 23:05:00,34.34,0.988,190.591,930.872,
2026-01-26 23:10:00,36.542,0.985,185.074,2119.32,
2026-01-26 23:15:00,28.982,1.002,130.017,612.631,
2026-01-26 23:20:00,28.955,0.978,121.93,363.231,
2026-01-26 23:25:00,22.375,0.984,59.95,292.798,
2026-01-26 23:30:00,29.472,0.956,107.804,345.709,
2026-01-26 23:35:00,33.705,1.002,216.033,1416.16,
2026-01-26 23:40:00,38.706,0.984,217.779,590.384,
2026-01-26 23:45:00,41.481,1.005,312.956,554.276,
2026-01-26 23:50:00,40.49,1.005,249.944,227.819,
2026-01-26 23:55:00,40.982,1.002,279.858,175.483,
2026-01-27 00:00:00,45.703,0.998,289.645,363.331,
2026-01-27 00:05:00,46.403,0.924,293.823,936.051,
2026-01-27 00:10:00,49.967,0.986,311.61,797.018,
2026-01-27 00:15:00,48.949,0.978,305.796,315.701,
2026-01-27 00:20:00,53.253,1.004,418.384,339.546,
2026-01-27 00:25:00,49.355,0.96,322.708,906.695,
2026-01-27 00:30:00,54.987,0.984,452.582,1225.817,
2026-01-27 00:35:00,45.475,1.002,278.292,391.719,
2026-01-27 00:40:00,42.096,0.904,215.937,248.346,
2026-01-27 00:45:00,42.161,0.947,214.31,1582.513,
2026-01-27 00:50:00,50.986,1.003,275.395,463.301,
2026-01-27 00:55:00,43.043,1.007,266.651,588.566,
2026-01-27 01:10:00,40.803,1.002,216.985,651.754,
2026-01-27 01:15:00,31.385,1.006,108.1,210.646,
2026-01-27 01:20:00,36.212,0.976,248.657,1099.474,
2026-01-27 01:25:00,48.451,0.965,310.432,816.069,
2026-01-27 01:30:00,48.63,0.968,326.79,2037.144,
2026-01-27 01:35:00,46.987,0.99,236.545,578.799,
2026-01-27 01:40:00,47.712,0.98,266.646,1015.131,
2026-01-27 01:45:00,48.975,1.008,273.743,784.423,
2026-01-27 01:50:00,49.079,0.968,255.047,1144.725,
2026-01-27 01:55:00,53.603,0.978,396.565,884.679,
2026-01-27 02:00:00,50.987,1.005,346.865,243.034,
2026-01-27 02:05:00,46.969,1.003,288.377,289.487,
2026-01-27 02:10:00,51.78,1.005,431.509,344.6,
2026-01-27 02:15:00,50.546,1.003,364.362,465.326,
2026-01-27 02:20:00,57.593,1.006,378.931,342.461,
2026-01-27 02:25:00,57.031,0.935,333.251,2677.568,
2026-01-27 02:30:00,57.079,0.949,516.095,1372.798,
2026-01-27 02:35:00,40.809,0.969,218.461,828.126,
2026-01-27 02:40:00,37.537,1.004,185.177,323.3,
2026-01-27 02:45:00,38.473,0.986,244.839,1012.777,
2026-01-27 02:50:00,47.507,0.946,402.093,546.356,
2026-01-27 02:55:00,35.064,0.977,188.576,646.919,
2026-01-27 03:00:00,34.078,1.004,162.314,388.898,
2026-01-27 03:05:00,30.145,0.975,128.934,584.137,
2026-01-27 03:10:00,37.771,0.971,190.468,2045.601,
2026-01-27 03:15:00,38.659,0.955,204.507,481.425,
2026-01-27 03:20:00,41.291,0.977,292.627,731.351,
2026-01-27 03:25:00,36.942,0.982,256.853,754.795,
2026-01-27 03:30:00,28.345,0.957,104.998,174.473,
2026-01-27 03:35:00,31.525,0.904,203.913,1658.196,
2026-01-27 03:40:00,35.757,0.99,126.044,1183.366,
2026-01-27 03:45:00,36.451,0.705,101.524,1277.729,
2026-01-27 03:55:00,27.04,0.937,65.551,462.836,
2026-01-27 04:00:00,42.624,0.929,269.265,1142.734,
2026-01-27 04:05:00,38.971,1.005,250.44,1569.909,
2026-01-27 04:10:00,33.697,0.958,113.348,2715.01,
2026-01-27 04:15:00,35.727,1.004,168.066,227.246,
2026-01-27 04:20:00,35.113,1.005,162.908,163.142,
2026-01-27 04:25:00,32.204,0.993,144.658,295.513,
2026-01-27 04:30:00,41.461,1.006,201.379,866.358,
2026-01-27 04:35:00,45.054,0.943,287.342,723.93,
2026-01-27 04:40:00,53.021,0.988,415.94,982.761,
2026-01-27 04:45:00,57.573,0.952,421.523,2648.365,
2026-01-27 04:50:00,56.669,0.988,383.272,3266.394,
2026-01-27 04:55:00,48.151,0.891,203.458,1646.742,
2026-01-27 05:00:00,77.433,0.962,610.458,4462.152,
2026-01-27 05:05:00,60.382,0.987,462.55,1759.662,
2026-01-27 05:10:00,59.906,0.92,395.409,3809.646,
2026-01-27 05:15:00,53.245,0.969,322.217,1812.023,
2026-01-27 05:20:00,50.249,0.988,483.271,3744.312,
2026-01-27 05:25:00,56.015,0.934,348.859,1477.537,
2026-01-27 05:30:00,51.699,0.929,388.467,2686.428,
2026-01-27 05:35:00,57.867,0.965,325.809,1164.204,
2026-01-27 22:05:00,32.731,1.003,183.114,548.428,
2026-01-27 22:10:00,42.603,1.002,375.382,270.691,
2026-01-27 22:15:00,40.728,0.925,252.41,322.48,
2026-01-27 22:20:00,34.548,0.998,217.025,293.603,
2026-01-27 22:25:00,36.044,1.006,244.367,128.44,
2026-01-27 22:30:00,34.839,1.004,254.061,110.686,
2026-01-27 22:35:00,36.778,1.004,242.259,202.901,
2026-01-27 22:40:00,37.093,1.002,306.582,194.182,
2026-01-27 22:45:00,36.007,1.006,235.229,296.145,
2026-01-27 22:50:00,34.76,1.001,229.281,301.29,
2026-01-27 22:55:00,36.282,1.0,246.617,202.101,
2026-01-27 23:00:00,35.428,1.006,244.424,273.497,
2026-01-27 23:05:00,35.6,0.957,265.643,211.796,
2026-01-27 23:10:00,32.293,0.963,157.921,2290.964,
2026-01-27 23:15:00,33.982,1.004,160.028,568.399,
2026-01-27 23:20:00,34.494,1.007,203.439,476.994,
2026-01-27 23:25:00,30.802,0.998,141.189,333.403,
2026-01-27 23:30:00,23.883,0.979,99.12,561.524,
2026-01-27 23:35:00,25.095,1.001,128.208,733.023,
2026-01-27 23:40:00,22.973,0.994,70.221,1376.635,
2026-01-27 23:45:00,17.701,0.982,51.486,940.301,
2026-01-27 23:50:00,46.3,0.97,314.382,540.361,
2026-01-27 23:55:00,20.857,0.981,59.128,545.922,
2026-01-28 00:00:00,18.202,1.002,38.666,650.515,
2026-01-28 00:05:00,21.228,1.002,93.041,286.496,
2026-01-28 00:10:00,22.699,1.0,89.203,208.276,
2026-01-28 00:15:00,25.288,0.986,97.408,608.674,
2026-01-28 00:20:00,22.481,1.004,55.256,209.876,
2026-01-28 00:25:00,27.932,0.889,114.143,783.987,
2026-01-28 00:30:00,42.57,0.923,186.995,1263.8,
2026-01-28 00:35:00,37.257,1.006,201.144,148.018,
2026-01-28 00:40:00,36.122,0.97,159.531,367.982,
2026-01-28 00:45:00,33.939,0.944,154.091,614.935,
2026-01-28 00:50:00,48.987,0.956,283.06,1489.422,
2026-01-28 00:55:00,36.715,0.949,125.262,749.609,
2026-01-28 01:00:00,40.55,0.962,207.014,648.7,
2026-01-28 01:05:00,44.098,0.937,266.394,1261.771,
2026-01-28 01:10:00,35.724,0.938,139.819,1761.676,
2026-01-28 01:15:00,44.895,0.949,229.79,1802.9,
2026-01-28 01:20:00,46.934,0.96,281.399,1043.822,
2026-01-28 01:25:00,43.388,0.961,279.939,513.745,
2026-01-28 01:30:00,47.731,0.956,290.035,1631.459,
2026-01-28 01:35:00,47.452,0.92,299.16,1263.103,
2026-01-28 01:40:00,45.091,0.946,242.512,1849.686,
2026-01-28 01:45:00,41.135,0.975,169.16,578.652,
2026-01-28 01:50:00,34.038,0.98,131.416,2493.073,
2026-01-28 01:55:00,40.804,0.839,308.675,1882.51,
2026-01-28 02:00:00,28.222,0.936,88.787,430.265,
2026-01-28 02:05:00,26.509,0.959,65.379,287.95,
2026-01-28 02:10:00,20.411,0.994,57.983,648.648,
2026-01-28 02:15:00,17.588,1.001,37.875,217.385,
2026-01-28 02:20:00,22.657,0.991,44.209,295.748,
2026-01-28 02:25:00,29.085,0.981,121.407,312.934,
2026-01-28 02:30:00,22.176,0.968,49.52,509.741,
2026-01-28 02:35:00,22.514,0.945,45.359,407.442,
2026-01-28 02:40:00,22.204,0.939,56.947,478.576,
2026-01-28 02:45:00,25.845,0.981,112.242,675.592,
2026-01-28 02:50:00,31.899,0.952,172.707,567.024,
2026-01-28 02:55:00,39.922,0.996,225.655,528.876,
2026-01-28 03:00:00,35.981,1.004,227.696,205.429,
2026-01-28 03:05:00,38.818,1.006,191.096,473.286,
2026-01-28 03:10:00,43.478,0.993,309.679,247.78,
2026-01-28 03:15:00,43.49,1.005,277.326,174.065,
2026-01-28 03:20:00,44.428,1.003,362.223,170.492,
2026-01-28 03:25:00,47.368,0.918,183.589,1247.437,
2026-01-28 03:30:00,42.963,0.948,271.967,436.287,
2026-01-28 03:35:00,46.461,0.907,339.352,529.533,
2026-01-28 03:40:00,59.079,0.925,476.853,1611.187,
2026-01-28 03:45:00,70.516,0.959,488.318,755.957,
2026-01-28 03:50:00,68.08,0.929,538.244,854.735,
2026-01-28 03:55:00,58.354,0.928,468.357,1487.512,
2026-01-28 04:00:00,57.223,0.996,409.647,941.821,
2026-01-28 04:05:00,55.443,0.967,415.136,668.631,
2026-01-28 04:10:00,64.866,0.968,431.586,3727.544,
2026-01-28 04:20:00,61.346,0.902,423.798,1670.662,
2026-01-28 04:25:00,59.005,0.912,299.135,1954.451,
2026-01-28 04:30:00,55.536,0.88,261.137,1994.681,
2026-01-28 04:40:00,30.714,0.812,127.633,946.88,
2026-01-28 04:45:00,30.187,0.758,186.963,661.857,
2026-02-14 00:00:00,34.341,0.999,198.209,166.604,
2026-02-14 00:05:00,39.052,1.004,270.131,153.715,
2026-02-14 00:10:00,41.598,1.001,273.476,308.994,
2026-02-14 00:35:00,32.002,0.813,93.124,495.463,
2026-02-14 00:40:00,27.477,1.003,89.154,411.059,
2026-02-14 00:45:00,28.536,0.986,108.603,597.594,
2026-02-14 00:50:00,22.263,1.005,63.648,211.251,
2026-02-14 00:55:00,27.285,1.002,139.217,414.112,
2026-02-14 01:00:00,35.667,1.005,217.92,357.212,
2026-02-14 01:05:00,40.463,0.934,292.383,1356.142,
2026-02-14 01:10:00,41.712,1.006,292.24,160.939,
2026-02-14 01:15:00,43.341,1.002,297.391,194.779,
2026-02-14 01:20:00,39.297,0.96,238.113,266.611,
2026-02-14 01:30:00,35.615,1.005,166.41,145.816,
2026-02-14 01:35:00,38.75,1.002,314.266,395.668,
2026-02-14 01:40:00,43.597,0.931,215.205,1241.55,
2026-02-14 01:45:00,35.219,0.996,170.579,397.344,
2026-02-14 01:50:00,36.992,1.004,234.205,251.67,
2026-02-14 01:55:00,40.605,0.863,121.517,672.355,
2026-02-14 02:00:00,44.667,1.004,402.026,233.249,
2026-02-14 02:05:00,44.515,0.894,227.401,3800.72,
2026-02-14 02:10:00,39.061,1.004,208.103,704.019,
2026-02-14 02:15:00,34.327,1.005,184.293,1862.17,
2026-02-14 02:20:00,26.767,0.987,93.342,385.656,
2026-02-14 02:25:00,48.323,0.9,266.296,1325.958,
2026-02-14 02:30:00,35.03,0.94,143.767,850.88,
2026-02-14 02:35:00,39.537,0.99,186.071,537.982,
2026-02-14 02:40:00,30.719,0.965,145.649,413.228,
2026-02-14 02:45:00,39.442,0.987,246.436,344.296,
2026-02-14 02:50:00,33.6,0.987,74.691,418.004,
2026-02-14 02:55:00,46.451,0.977,300.29,1665.323,
2026-02-14 03:00:00,37.926,1.001,205.668,389.801,
2026-02-14 03:05:00,35.457,1.006,153.215,785.273,
2026-02-14 03:10:00,34.677,0.989,154.807,1039.554,
2026-02-14 03:15:00,46.175,0.976,180.597,867.318,
2026-02-14 03:20:00,32.251,1.002,118.219,291.562,
2026-02-14 03:25:00,34.561,0.995,159.713,363.817,
2026-02-14 03:30:00,35.85,1.002,208.635,455.511,
2026-02-14 03:35:00,35.439,1.006,228.279,258.828,
2026-02-14 03:40:00,35.689,1.003,195.527,297.044,
2026-02-14 03:45:00,35.327,1.006,192.664,226.186,
2026-02-14 03:50:00,35.565,1.001,179.658,445.203,
2026-02-14 03:55:00,31.419,0.964,163.286,559.616,
2026-02-14 04:00:00,29.508,0.975,129.674,466.842,
2026-02-14 04:05:00,29.93,1.006,122.059,592.238,
2026-02-14 04:10:00,25.27,0.969,89.3,508.361,
2026-02-14 04:15:00,27.817,0.909,247.937,1934.733,
2026-02-14 04:20:00,29.085,0.991,143.762,859.982,
2026-02-14 04:25:00,32.092,0.973,232.627,1298.16,
